time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010460150000	-248435	-650254	-6.98124e+11	4.46543e+06	351535	radar	4.24465e+13	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9545	-9.51497	-6.97651e+11	4.48301e+06	351472	lidar	8.96992e+19	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-365284	-751169	-6.97651e+11	4.50058e+06	351305	radar	4.58663e+13	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.2983	-9.09973	-6.97792e+11	4.51814e+06	351364	lidar	4.06032e+19	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-59732.9	96617.6	-6.97792e+11	4.53572e+06	351547	radar	4.88283e+10	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8933	-8.95683	-6.99376e+11	4.55331e+06	351756	lidar	1.03734e+21	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-1.15096e+06	-1.72429e+06	-6.99376e+11	4.5709e+06	351817	radar	2.69815e+14	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.1608	-9.59663	-6.99472e+11	4.58849e+06	351824	lidar	3.65092e+18	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	230807	-8.26963e+06	-6.99472e+11	4.60608e+06	351790	radar	1.59562e+15	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.6596	-8.91527	-6.9924e+11	4.62367e+06	351689	lidar	8.265e+19	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-7.11763e+06	5.95157e+06	-6.9924e+11	4.64125e+06	351668	radar	3.82825e+12	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.0195	-8.85081	-7.00382e+11	4.65885e+06	353596	lidar	1.09325e+25	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-4.11677e+06	473435	-7.00382e+11	4.67653e+06	353528	radar	2.26577e+14	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5029	-8.87191	-7.00317e+11	4.6942e+06	353540	lidar	1.71821e+18	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-4.87652e+06	-2.28803e+06	-7.00317e+11	4.71188e+06	353555	radar	1.7111e+15	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9793	-8.57089	-6.98569e+11	4.72954e+06	353522	lidar	5.99362e+21	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-2.14288e+06	853138	-6.98569e+11	4.74721e+06	353565	radar	5.88338e+11	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.5838	-8.35296	-6.98741e+11	4.76489e+06	353637	lidar	3.37754e+19	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-2.32569e+06	-3.03549e+06	-6.98741e+11	4.78257e+06	353715	radar	1.69742e+13	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.9861	-7.6724	-6.98849e+11	4.80026e+06	353701	lidar	4.69373e+18	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-4.59528e+06	-5.58076e+06	-6.98849e+11	4.81794e+06	353678	radar	1.55078e+15	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.4777	-7.5659	-6.9966e+11	4.83564e+06	353803	lidar	2.63315e+20	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	320685	-1.13446e+07	-6.9966e+11	4.85332e+06	353806	radar	9.04354e+15	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.5405	-7.36069	-6.93114e+11	4.87096e+06	353011	lidar	1.72377e+22	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-4.09144e+06	2.27228e+06	-6.93114e+11	4.88861e+06	353079	radar	9.0011e+14	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9384	-7.26171	-6.93414e+11	4.90626e+06	353089	lidar	3.6674e+19	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-4.70536e+06	3.22426e+06	-6.93414e+11	4.92392e+06	353036	radar	2.86419e+14	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.2574	-6.4352	-6.93449e+11	4.94157e+06	353076	lidar	3.4708e+18	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-1.73005e+06	1.25965e+06	-6.93449e+11	4.95923e+06	353049	radar	2.9712e+13	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.3007	-6.43799	-6.93334e+11	4.97687e+06	352883	lidar	4.58317e+19	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-882318	-1.25954e+06	-6.93334e+11	4.99452e+06	352960	radar	1.23095e+13	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-25.146	-5.91902	-6.9342e+11	5.01217e+06	352961	lidar	3.02187e+18	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-3.91707e+06	5.83469e+06	-6.9342e+11	5.02982e+06	352914	radar	3.74208e+14	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1942	-5.64372	-6.9347e+11	5.04746e+06	352965	lidar	8.43489e+18	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-1.70262e+06	911421	-6.9347e+11	5.06511e+06	352907	radar	1.58813e+13	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.5713	-5.1024	-6.93374e+11	5.08275e+06	352899	lidar	3.80835e+18	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-3.96125e+06	7.87225e+06	-6.93374e+11	5.1004e+06	352932	radar	1.77382e+15	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.6953	-4.89995	-6.94321e+11	5.11806e+06	353003	lidar	3.64028e+20	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-1.3999e+06	-828730	-6.94321e+11	5.13571e+06	353113	radar	2.57816e+14	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9516	-4.26659	-6.94553e+11	5.15336e+06	353071	lidar	2.15686e+19	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-5.88258e+06	-2.86056e+06	-6.94553e+11	5.17101e+06	353051	radar	1.55327e+15	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1198	-3.67723	-6.95219e+11	5.18868e+06	353325	lidar	6.18977e+20	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-1.86175e+06	1.57241e+06	-6.95219e+11	5.20634e+06	353301	radar	5.85166e+14	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-25.9974	-3.24722	-6.94894e+11	5.224e+06	353074	lidar	1.54106e+20	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-6.2023e+06	1.36613e+06	-6.94894e+11	5.24165e+06	353050	radar	5.92095e+11	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.1741	-2.87882	-6.95868e+11	5.25932e+06	353167	lidar	3.79378e+20	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-6.42092e+06	-4.07887e+06	-6.95868e+11	5.27697e+06	353178	radar	2.38151e+14	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.6738	-2.73852	-6.94895e+11	5.29459e+06	351962	lidar	7.56184e+21	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-2.73032e+06	4.70233e+06	-6.94895e+11	5.31219e+06	351896	radar	2.84326e+13	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.6691	-2.17333	-6.94911e+11	5.32978e+06	351917	lidar	9.35833e+17	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-3.53147e+06	-2.21011e+06	-6.94911e+11	5.34738e+06	351921	radar	6.28919e+14	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.4671	-1.53207	-6.9491e+11	5.36498e+06	351926	lidar	2.50484e+18	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-985630	1.58085e+06	-6.9491e+11	5.38257e+06	351921	radar	5.45146e+14	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.5998	-1.14276	-7.03324e+11	5.40025e+06	352989	lidar	2.83981e+22	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-45.9903	39.2509	-7.03324e+11	5.41807e+06	359924	radar	4.98765e+11	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.7355	-0.59539	-7.03324e+11	5.43607e+06	359898	lidar	1.85429e+14	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-503278	66673.5	-7.03324e+11	5.45405e+06	359376	radar	2.75693e+14	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.4556	0.0602653	-7.03352e+11	5.47202e+06	359390	lidar	1.60473e+18	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-1.12991e+06	-222959	-7.03352e+11	5.48999e+06	359208	radar	8.69875e+12	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.6201	0.57588	-7.0334e+11	5.50795e+06	359187	lidar	1.94002e+19	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-5.95588e+06	-3.84803e+06	-7.0334e+11	5.52591e+06	359213	radar	2.50857e+12	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.7293	1.06082	-7.03293e+11	5.54386e+06	359140	lidar	3.2103e+19	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-290022	-303179	-7.03293e+11	5.56182e+06	358896	radar	1.63801e+12	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.3986	1.42212	-7.03292e+11	5.57976e+06	358895	lidar	1.40349e+17	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-1394.56	-12683.4	-7.03292e+11	5.59767e+06	357314	radar	1.13336e+12	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.6677	1.68382	-7.03122e+11	5.61553e+06	357221	lidar	4.67423e+19	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-5.80281e+06	-5.52515e+06	-7.03122e+11	5.63339e+06	357196	radar	1.05063e+14	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2502	2.18481	-7.03268e+11	5.65125e+06	357248	lidar	8.62083e+18	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-1.76082e+06	-280821	-7.03268e+11	5.66911e+06	357138	radar	9.66251e+13	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0642	2.807	-7.03288e+11	5.68697e+06	357113	lidar	4.46157e+17	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-386620	992847	-7.03288e+11	5.70482e+06	357053	radar	8.78643e+12	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8346	3.42005	-7.0323e+11	5.72267e+06	350784	lidar	6.77603e+24	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-6.69065e+06	3.27358e+06	-7.0323e+11	5.74021e+06	350790	radar	6.35686e+15	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6665	3.63501	-7.22855e+11	5.75793e+06	353201	lidar	1.54557e+23	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-1.87836e+06	2.16735e+06	-7.22855e+11	5.77559e+06	353175	radar	5.88713e+14	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.7492	3.99968	-5.09634e+11	5.79455e+06	405506	lidar	7.50344e+27	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-793373	-1.80702e+06	-5.09634e+11	5.81482e+06	405365	radar	1.04252e+15	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.0214	4.52807	-5.09673e+11	5.83509e+06	405404	lidar	2.15864e+18	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-247080	474330	-5.09673e+11	5.85536e+06	405521	radar	6.43225e+11	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-25.0363	4.88499	-5.09734e+11	5.87563e+06	405496	lidar	1.47924e+18	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-1.97883e+06	1.51256e+06	-5.09734e+11	5.89591e+06	405425	radar	2.22835e+14	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.5041	5.35293	-5.09677e+11	5.91618e+06	405436	lidar	1.33116e+18	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-3.69623e+06	1.78887e+06	-5.09677e+11	5.93646e+06	405455	radar	1.59338e+15	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.1159	5.61152	-5.09007e+11	5.95671e+06	405166	lidar	3.82856e+20	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-2.96784e+06	-676142	-5.09007e+11	5.97697e+06	405218	radar	1.54474e+14	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9153	5.94377	-5.08985e+11	5.99723e+06	405205	lidar	1.99022e+17	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	769.325	667312	-5.08985e+11	6.01749e+06	405202	radar	4.11069e+16	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6471	6.29103	-5.04082e+11	6.03768e+06	404203	lidar	9.84319e+21	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-4.59897e+06	-117733	-5.04082e+11	6.05788e+06	404197	radar	7.65413e+15	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.1406	6.86182	-7.60441e+11	6.08215e+06	300152	lidar	1.05673e+28	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-2.9836e+06	3.63904e+06	-7.60441e+11	6.09716e+06	300147	radar	1.19099e+16	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.698	7.063	-7.56294e+11	6.11214e+06	299755	lidar	7.04298e+21	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-5.25894e+06	-741350	-7.56294e+11	6.12712e+06	299772	radar	1.33555e+15	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.5083	7.31533	-7.56411e+11	6.14211e+06	299790	lidar	5.60423e+18	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-9.1689e+06	-1.62074e+06	-7.56411e+11	6.1571e+06	299769	radar	1.65273e+15	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.1947	7.69478	-7.56643e+11	6.1721e+06	300154	lidar	2.42843e+20	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-3.01547e+06	4.1352e+06	-7.56643e+11	6.18711e+06	300148	radar	4.04416e+14	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6473	7.94	-7.56643e+11	6.20212e+06	300142	lidar	4.90231e+18	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-2.47236e+06	-1.76616e+06	-7.56643e+11	6.21713e+06	300148	radar	4.0445e+14	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.0852	7.8323	-7.5664e+11	6.23213e+06	300162	lidar	3.51941e+19	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-183872	2.36187e+06	-7.5664e+11	6.24714e+06	300147	radar	6.55443e+13	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-21.0499	8.51381	-7.49956e+11	6.26209e+06	299534	lidar	1.88142e+22	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-6.55711e+06	5.44539e+06	-7.49956e+11	6.27707e+06	299519	radar	6.54861e+13	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.21	8.68914	-1.06348e+12	6.29484e+06	231806	lidar	1.68469e+28	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	190231	2.79674e+06	-1.06348e+12	6.30643e+06	231785	radar	5.34147e+14	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-20.0709	8.88261	-1.06235e+12	6.318e+06	231395	lidar	3.35389e+21	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-1.06372e+07	997411	-1.06235e+12	6.32958e+06	231411	radar	1.51848e+15	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.4235	8.91226	-1.1398e+12	6.34131e+06	223237	lidar	9.45454e+26	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-5.70295e+06	2.37051e+07	-1.1398e+12	6.35248e+06	223242	radar	1.31868e+16	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-18.6698	9.20335	-1.12214e+12	6.36357e+06	222311	lidar	1.24533e+23	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-491313	-587125	-1.12214e+12	6.37469e+06	222443	radar	3.33485e+13	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.4242	9.46852	-1.12209e+12	6.38581e+06	222439	lidar	3.61051e+18	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-5.10748e+06	3.61587e+06	-1.12209e+12	6.39694e+06	222544	radar	4.70082e+14	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.7736	9.72478	-1.12238e+12	6.40807e+06	222547	lidar	3.31918e+19	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-190653	-181036	-1.12238e+12	6.41918e+06	222109	radar	3.96647e+12	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-16.0467	9.88109	-1.11583e+12	6.43026e+06	221897	lidar	2.17445e+22	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-7.93096e+06	4.72574e+06	-1.11583e+12	6.44135e+06	221842	radar	7.56956e+13	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8876	10.145	-1.11573e+12	6.45244e+06	221796	lidar	1.9066e+19	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	5738.02	20173.3	-1.11573e+12	6.4634e+06	216598	radar	6.76073e+11	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4768	10.3091	-1.11574e+12	6.47424e+06	216687	lidar	1.93156e+18	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-638859	-769670	-1.11574e+12	6.48507e+06	216709	radar	3.85496e+14	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.5877	10.688	-4.00778e+11	6.50523e+06	289411	lidar	7.93714e+28	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-746372	399062	-4.00778e+11	6.5197e+06	289625	radar	2.28124e+14	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5699	10.1904	-4.00804e+11	6.53418e+06	289646	lidar	8.81624e+17	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-1.30012e+06	117577	-4.00804e+11	6.54866e+06	289469	radar	3.66064e+13	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9366	10.4722	-4.00832e+11	6.56314e+06	289539	lidar	2.23233e+19	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-744972	1.07611e+06	-4.00832e+11	6.57762e+06	289700	radar	3.19461e+13	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4089	10.222	-4.00773e+11	6.5921e+06	289650	lidar	8.24284e+18	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-155763	339057	-4.00773e+11	6.60658e+06	289332	radar	9.52984e+12	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8049	10.9386	-4.00748e+11	6.62104e+06	289274	lidar	4.96582e+18	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-201209	-5336.61	-4.00748e+11	6.63549e+06	288799	radar	4.01787e+12	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3556	10.5517	-4.00739e+11	6.64993e+06	288780	lidar	2.25451e+17	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-365816	540852	-4.00739e+11	6.66438e+06	289093	radar	2.57126e+13	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.9589	11.0103	-4.00756e+11	6.67884e+06	289131	lidar	7.01346e+18	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-2.80155e+06	786044	-4.00756e+11	6.69329e+06	289064	radar	4.57786e+13	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3714	10.6092	-4.0068e+11	6.70774e+06	289034	lidar	7.31395e+18	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-1.34105e+06	-288174	-4.0068e+11	6.7222e+06	289234	radar	3.54378e+13	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.9451	11.0517	-4.00897e+11	6.73666e+06	289273	lidar	1.88998e+19	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-858742	-380263	-4.00897e+11	6.75111e+06	288948	radar	8.76196e+14	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.4548	10.9407	-4.00826e+11	6.76556e+06	288882	lidar	1.02824e+19	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	497414	3.17573e+06	-4.00826e+11	6.78e+06	288804	radar	2.73142e+13	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.6009	10.6823	-4.00821e+11	6.79444e+06	288818	lidar	7.93519e+16	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-2.70062e+06	2.62854e+06	-4.00821e+11	6.80889e+06	288840	radar	7.46872e+13	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.4142	10.8747	-4.00803e+11	6.82333e+06	288840	lidar	5.35252e+18	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-1.23948e+06	-330205	-4.00803e+11	6.83777e+06	288838	radar	2.63647e+15	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.83445	11.1032	-4.00812e+11	6.85221e+06	288878	lidar	2.79447e+19	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-2.40564e+06	1.3607e+06	-4.00812e+11	6.86665e+06	288816	radar	6.47083e+14	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30661	11.0348	-4.00675e+11	6.8811e+06	288814	lidar	7.54725e+18	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	280910	5.37644e+06	-4.00675e+11	6.89554e+06	288841	radar	1.52004e+15	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78892	11.0708	-4.00608e+11	6.90998e+06	288798	lidar	1.78522e+18	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-1.11197e+07	-2.91376e+06	-4.00608e+11	6.92442e+06	288813	radar	1.22851e+14	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.62045	10.6577	-4.00608e+11	6.93885e+06	288553	lidar	2.19345e+15	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	292289	338827	-4.00608e+11	6.95328e+06	288597	radar	4.63184e+13	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.51971	11.0005	-4.00758e+11	6.96772e+06	288674	lidar	2.46196e+19	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	2.47172e+06	3.582e+06	-4.00758e+11	6.98215e+06	288732	radar	7.85593e+13	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.15631	10.815	-4.01093e+11	6.99659e+06	288763	lidar	4.4778e+19	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-816624	578859	-4.01093e+11	7.01103e+06	288635	radar	8.36715e+13	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
