time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010451900000	6.81547	20.1859	-5.17788e+11	797701	453929	lidar	1.57336e+18	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	-3.95939e+06	2.51696e+06	-5.17788e+11	820395	453969	radar	2.37196e+13	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.38914	20.0137	-5.17655e+11	843094	453973	lidar	7.11694e+18	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	1.63488e+06	2.11977e+06	-5.17655e+11	865791	453960	radar	1.98482e+15	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.86119	19.8307	-5.17946e+11	888497	454080	lidar	1.16047e+20	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	1.67106e+06	1.50234e+06	-5.17946e+11	911200	454086	radar	1.96255e+14	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.69089	19.5755	-5.17941e+11	933904	454079	lidar	3.36934e+18	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	-842205	1.11603e+06	-5.17941e+11	956608	454086	radar	5.01245e+15	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.17106	19.4397	-5.18344e+11	979324	454276	lidar	5.11696e+21	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	227425	97623.2	-5.18344e+11	1.00206e+06	455178	radar	6.47606e+14	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.89157	18.982	-5.18305e+11	1.02482e+06	455166	lidar	6.23787e+17	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	869776	1.02732e+06	-5.18305e+11	1.04758e+06	455300	radar	5.87012e+14	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.4685	18.834	-5.18312e+11	1.07035e+06	455277	lidar	2.07398e+16	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	-38657.6	21504.4	-5.18312e+11	1.0931e+06	454746	radar	3.51553e+12	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.2626	18.481	-5.18345e+11	1.11584e+06	454761	lidar	1.15381e+18	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	686665	1.45305e+06	-5.18345e+11	1.13857e+06	454665	radar	1.31354e+13	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.45919	18.167	-5.183e+11	1.16131e+06	454667	lidar	2.66271e+18	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	-92468.6	1.59147e+06	-5.183e+11	1.18404e+06	454766	radar	1.39666e+13	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.12525	17.7493	-5.18344e+11	1.20678e+06	454763	lidar	2.72569e+18	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	479596	1.33318e+06	-5.18344e+11	1.22952e+06	454656	radar	1.2726e+13	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.9449	17.8154	-5.18235e+11	1.25225e+06	454676	lidar	4.78565e+18	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	-2.46261e+06	2.38795e+06	-5.18235e+11	1.27498e+06	454731	radar	3.53174e+14	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.55407	17.0853	-5.18181e+11	1.29772e+06	454711	lidar	2.92203e+18	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	-19936.1	3140.24	-5.18181e+11	1.32046e+06	454714	radar	1.00871e+15	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25371	16.8334	-5.15091e+11	1.34314e+06	454027	lidar	3.85777e+21	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	324714	424552	-5.15091e+11	1.36585e+06	454386	radar	5.25758e+14	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.88972	16.1054	-5.1513e+11	1.38857e+06	454393	lidar	6.11821e+17	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	-182819	179511	-5.1513e+11	1.41129e+06	454160	radar	2.60614e+13	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.44745	16.0853	-5.15116e+11	1.43399e+06	454159	lidar	1.46313e+17	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	721330	1.02883e+06	-5.15116e+11	1.45671e+06	454304	radar	5.82927e+14	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.18397	15.4284	-5.15063e+11	1.47942e+06	454278	lidar	1.10408e+18	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	539042	132406	-5.15063e+11	1.50215e+06	454741	radar	9.03954e+14	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.722706	15.0076	-5.15113e+11	1.52489e+06	454755	lidar	9.64672e+17	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	697722	921496	-5.15113e+11	1.54762e+06	454689	radar	2.66187e+14	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.737302	14.7047	-5.1508e+11	1.57036e+06	454682	lidar	1.04307e+18	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	4.72841e+06	367234	-5.1508e+11	1.5931e+06	454723	radar	1.03859e+14	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.253435	14.2028	-5.1536e+11	1.61584e+06	454819	lidar	8.52849e+19	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	-924181	2.05023e+06	-5.1536e+11	1.63858e+06	454842	radar	5.36696e+13	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.459172	13.6856	-5.15406e+11	1.66132e+06	454858	lidar	8.31147e+17	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	-1.01511e+06	3.61295e+06	-5.15406e+11	1.68406e+06	454838	radar	1.56978e+15	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.190344	13.2856	-5.15887e+11	1.70682e+06	455085	lidar	2.57676e+20	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-1.80254e+06	4.02272e+06	-5.15887e+11	1.72957e+06	455091	radar	1.06757e+14	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	0.0462181	12.9301	-5.1569e+11	1.75233e+06	455186	lidar	2.45447e+21	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-684036	1.99781e+06	-5.1569e+11	1.77509e+06	455225	radar	3.56449e+13	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.476482	12.3633	-5.15695e+11	1.79786e+06	455225	lidar	5.60034e+16	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	1.12522e+06	1.20219e+06	-5.15695e+11	1.82062e+06	455217	radar	2.18782e+14	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.582624	12.0386	-5.32821e+11	1.84366e+06	459016	lidar	1.23312e+23	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	96780.4	16112.2	-5.32821e+11	1.86661e+06	458980	radar	1.47715e+14	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-1.17212	11.3988	-5.32447e+11	1.88955e+06	458899	lidar	5.59139e+19	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	663272	620545	-5.32447e+11	1.91249e+06	458843	radar	2.02883e+14	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.39289	11.0424	-5.32406e+11	1.93544e+06	458822	lidar	1.80639e+18	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-3.47468e+06	977760	-5.32406e+11	1.95838e+06	458881	radar	2.78791e+13	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.49687	10.4198	-5.32311e+11	1.98132e+06	458867	lidar	3.66683e+18	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	966554	841159	-5.32311e+11	2.00426e+06	458861	radar	5.44175e+15	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61875	10.2374	-5.06357e+11	2.02678e+06	453260	lidar	2.69836e+23	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-351167	810174	-5.06358e+11	2.04944e+06	453080	radar	4.38596e+14	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.73126	9.72536	-5.05824e+11	2.07208e+06	452752	lidar	5.47925e+21	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	125483	55485.4	-5.05824e+11	2.09471e+06	452643	radar	1.94915e+12	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.93833	8.77029	-5.05822e+11	2.11734e+06	452642	lidar	5.22375e+16	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	12757.6	5393.11	-5.05822e+11	2.14001e+06	453849	radar	1.65179e+11	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.18106	8.53258	-5.05879e+11	2.1627e+06	453884	lidar	5.3848e+18	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-219583	1.01044e+06	-5.05879e+11	2.18539e+06	453764	radar	2.13294e+13	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.21875	8.1534	-5.05864e+11	2.20808e+06	453766	lidar	3.18834e+17	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-925978	-39456.1	-5.05864e+11	2.23076e+06	453487	radar	6.16886e+13	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.5967	7.60284	-5.05877e+11	2.25343e+06	453495	lidar	2.28409e+17	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	3.23337e+06	2.20795e+06	-5.05877e+11	2.27611e+06	453441	radar	3.15187e+13	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.79865	7.06401	-5.0592e+11	2.29878e+06	453459	lidar	3.10265e+18	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-1.66989e+06	849577	-5.0592e+11	2.32146e+06	453457	radar	2.9093e+15	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.74651	6.86864	-5.08206e+11	2.34417e+06	453972	lidar	2.12583e+21	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	705654	1.27981e+06	-5.08206e+11	2.36686e+06	453960	radar	1.65258e+15	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.90217	6.22989	-5.04528e+11	2.3895e+06	453129	lidar	5.41728e+21	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-434866	1.05532e+06	-5.04528e+11	2.41215e+06	453024	radar	3.48683e+14	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.1778	5.53101	-5.04449e+11	2.4348e+06	453034	lidar	2.52125e+18	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-870758	1.20718e+06	-5.04449e+11	2.45746e+06	453124	radar	1.50825e+14	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.4303	5.10507	-5.04496e+11	2.48011e+06	453127	lidar	2.66634e+18	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	122125	2.01789e+06	-5.04496e+11	2.50277e+06	453037	radar	2.10816e+13	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.69436	4.52196	-5.04449e+11	2.52542e+06	453050	lidar	2.53416e+18	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	2.6236e+06	3.84746e+06	-5.04449e+11	2.54808e+06	453088	radar	1.62588e+15	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-4.00243	4.04684	-5.04699e+11	2.57074e+06	453181	lidar	6.55897e+19	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-841393	3.75572e+06	-5.04699e+11	2.5934e+06	453210	radar	8.11746e+13	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.88052	3.75178	-5.04688e+11	2.61606e+06	453180	lidar	8.41742e+17	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	210004	4.35221e+06	-5.04688e+11	2.63872e+06	453210	radar	9.36348e+13	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15119	3.21968	-5.04701e+11	2.66138e+06	453182	lidar	7.98969e+17	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	1.11046e+06	4.94309e+06	-5.047e+11	2.68404e+06	453210	radar	1.16241e+14	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.32453	2.55034	-5.04759e+11	2.7067e+06	453181	lidar	1.5063e+19	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	1.25031e+06	5.00563e+06	-5.04759e+11	2.72936e+06	453210	radar	1.1746e+14	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.61223	2.09192	-5.0488e+11	2.75202e+06	453238	lidar	4.03893e+19	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-143616	898958	-5.0488e+11	2.77468e+06	453197	radar	1.6201e+13	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.86829	1.53442	-5.04826e+11	2.79734e+06	453157	lidar	5.53251e+18	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-1.26907e+06	145030	-5.04826e+11	2.82e+06	453271	radar	1.26323e+13	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.66779	1.28643	-5.04833e+11	2.84266e+06	453288	lidar	5.73825e+16	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-1.36534e+06	-18068	-5.04833e+11	2.86533e+06	453366	radar	2.2544e+13	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-4.85497	0.825664	-5.04868e+11	2.888e+06	453374	lidar	1.55527e+18	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-424569	3.23713e+06	-5.04868e+11	2.91067e+06	453303	radar	3.79902e+13	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.1231	0.257311	-5.04892e+11	2.93333e+06	453324	lidar	8.97642e+17	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-3.07265e+06	-581956	-5.04892e+11	2.956e+06	453332	radar	2.69371e+14	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.29972	-0.212982	-5.0106e+11	2.97857e+06	452987	lidar	2.23079e+23	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-230810	-581226	-5.0106e+11	3.00122e+06	452946	radar	3.5189e+13	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.8536	-0.445801	-5.00901e+11	3.02386e+06	452873	lidar	2.51904e+19	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-1.30038e+06	-2.08977e+06	-5.00901e+11	3.0465e+06	452795	radar	5.74352e+13	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.87835	-1.26863	-5.00831e+11	3.06914e+06	452770	lidar	6.55567e+18	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-165433	88422.2	-5.00831e+11	3.09178e+06	453154	radar	5.33466e+13	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.27264	-1.50939	-5.00826e+11	3.11444e+06	453146	lidar	9.95288e+15	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-256963	404152	-5.00826e+11	3.13711e+06	453672	radar	9.02754e+14	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.33985	-2.13696	-5.00805e+11	3.1598e+06	453664	lidar	4.52059e+17	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-1.4312e+06	-1.43139e+06	-5.00805e+11	3.18248e+06	453745	radar	1.58749e+13	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.79287	-2.4458	-5.00876e+11	3.20517e+06	453732	lidar	2.01794e+18	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-1.9743e+06	-3.72653e+06	-5.00876e+11	3.22785e+06	453706	radar	1.5139e+15	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.8003	-3.10087	-5.00919e+11	3.25054e+06	453784	lidar	3.09127e+18	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	4.84963e+06	-2.97287e+07	-5.00919e+11	3.27323e+06	454124	radar	1.36605e+14	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.12118	-3.26434	-5.00898e+11	3.29589e+06	454622	lidar	2.57636e+20	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-1233.08	-721154	-5.00898e+11	3.31862e+06	454578	radar	1.90073e+13	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.49009	-3.49081	-5.00784e+11	3.34134e+06	454505	lidar	1.53307e+19	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-1.61892e+06	3.00599e+06	-5.00784e+11	3.36407e+06	454435	radar	4.27198e+13	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.88049	-4.29782	-5.00862e+11	3.38679e+06	454446	lidar	2.50374e+18	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-3.07791e+06	-1.37548e+06	-5.00862e+11	3.40952e+06	454464	radar	1.6684e+15	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.22464	-4.7978	-5.00284e+11	3.43222e+06	454056	lidar	4.37024e+20	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-3.76483e+06	1.52823e+06	-5.00284e+11	3.45492e+06	454093	radar	1.3559e+15	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.33549	-5.10592	-5.00479e+11	3.47763e+06	454102	lidar	1.53571e+19	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-2.79358e+06	-1.63059e+06	-5.00479e+11	3.50033e+06	454085	radar	1.68469e+15	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.91477	-5.51752	-5.01657e+11	3.52306e+06	454359	lidar	5.67276e+20	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-2.39856e+06	-2.40167e+06	-5.01657e+11	3.54577e+06	454335	radar	1.25371e+15	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.03391	-5.80267	-5.02074e+11	3.5685e+06	454439	lidar	6.99689e+19	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-1.51717e+06	276807	-5.02074e+11	3.59122e+06	454466	radar	4.34896e+13	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.30801	-5.82368	-5.02309e+11	3.61395e+06	454584	lidar	5.84269e+19	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-49527.4	69697.4	-5.02309e+11	3.63668e+06	454588	radar	4.61942e+14	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6254	-6.55958	-4.96215e+11	3.6593e+06	453192	lidar	1.4887e+22	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-842277	-4.91595e+06	-4.96215e+11	3.68196e+06	453207	radar	5.31602e+12	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.2246	-6.83356	-4.95282e+11	3.70459e+06	452668	lidar	1.12172e+21	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-391803	-3.34096e+06	-4.95282e+11	3.72723e+06	452717	radar	1.75135e+13	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.7616	-7.29159	-4.95247e+11	3.74986e+06	452691	lidar	2.1999e+18	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	161038	-578589	-4.95247e+11	3.7725e+06	452704	radar	7.38621e+13	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.2218	-7.56979	-5.02619e+11	3.79526e+06	454412	lidar	2.17556e+22	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-642340	20215.6	-5.02619e+11	3.81798e+06	454537	radar	4.12204e+13	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.0934	-7.6776	-5.0263e+11	3.84071e+06	454522	lidar	1.26492e+17	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	13461.7	-69960.3	-5.0263e+11	3.86342e+06	454042	radar	6.11834e+11	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.5269	-7.82153	-5.02602e+11	3.88612e+06	454036	lidar	3.25862e+17	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-1.24512e+06	-363191	-5.02602e+11	3.90883e+06	454157	radar	5.08624e+14	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.09	-8.08828	-5.0267e+11	3.93154e+06	454135	lidar	1.88975e+18	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-635751	-700154	-5.0267e+11	3.95424e+06	454019	radar	9.77086e+13	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.4231	-8.2599	-5.02622e+11	3.97694e+06	454039	lidar	2.18325e+18	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-1.02742e+06	-1.25217e+06	-5.02622e+11	3.99965e+06	454134	radar	1.40004e+13	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.2911	-8.64594	-5.0272e+11	4.02235e+06	454121	lidar	3.81169e+18	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-3.14126e+06	2.39205e+06	-5.0272e+11	4.04506e+06	454073	radar	3.92061e+14	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.384	-8.57583	-5.02854e+11	4.06776e+06	454083	lidar	7.23238e+18	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	159497	-511074	-5.02854e+11	4.09047e+06	454086	radar	2.52085e+16	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9959	-8.99264	-4.87445e+11	4.11292e+06	450865	lidar	1.11875e+23	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-898249	-19007.2	-4.87445e+11	4.13546e+06	450773	radar	2.29807e+14	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4273	-9.1875	-4.87386e+11	4.158e+06	450779	lidar	1.42535e+18	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-790164	-2.55479e+06	-4.87386e+11	4.18054e+06	450840	radar	2.7682e+14	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-15.4028	-9.10182	-7.03603e+11	4.20173e+06	352685	lidar	7.54154e+27	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-472791	-2.76016e+06	-7.03603e+11	4.21936e+06	352675	radar	1.02389e+15	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.6634	-9.56749	-6.95844e+11	4.23692e+06	351718	lidar	2.41072e+22	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-1.94081e+06	-1.14322e+06	-6.95844e+11	4.25451e+06	351615	radar	1.45454e+14	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-16.0862	-9.59819	-6.95809e+11	4.27209e+06	351596	lidar	2.73431e+18	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-2.44313e+06	856421	-6.95809e+11	4.28967e+06	351455	radar	2.93488e+13	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4229	-9.37029	-6.95787e+11	4.30724e+06	351462	lidar	1.83709e+17	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-2.13981e+06	-343934	-6.95787e+11	4.32481e+06	351384	radar	3.06932e+14	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-17.1132	-9.43044	-6.95754e+11	4.34238e+06	351374	lidar	2.75809e+18	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	338316	-4.53822e+06	-6.95754e+11	4.35995e+06	351457	radar	3.07238e+13	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.5448	-9.57485	-6.95804e+11	4.37752e+06	351434	lidar	1.02842e+18	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-5.16052e+06	-2.96848e+06	-6.95804e+11	4.39509e+06	351418	radar	1.81278e+15	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9724	-9.42299	-6.97819e+11	4.41268e+06	351626	lidar	1.88777e+21	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-4.04467e+06	2.71612e+06	-6.97819e+11	4.43026e+06	351702	radar	1.0407e+15	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.2762	-9.60999	-6.98124e+11	4.44785e+06	351724	lidar	3.71714e+19	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
